userid,nickname,gender,fans,follows,liked&collected
5a43089d4eacab5c275e541c,温柔,1,23046,20,120970
5b1a1b2e11be1018367347e7,叶璇静,1,5769,0,82091
58618d4550c4b44180845baf,权晓女王,2,1440,50,47957
5aa12b5311be107df912efb4,赵奕欢Chloe,1,123609,0,94706
5b30f09f4eacab16bf14625d,默陌,1,396,9,4345
565a63d6b8ce1a5001fc0f60,Demi,2,726,15,5205
5718454584edcd6a56e85f26,Yoli_CHIC,2,764175,473,177660
5aa6a105e8ac2b76aadfd4d5,幸福籹籽,1,61764,17,280755
572731ca82ec392d73de39ef,一匹野马,1,746155,289,374176
5a9ca7f94eacab7a1ee810d9,小鹿酱,1,66069,68,297277
5a65a0e0e8ac2b5e27da1a9d,入江之鲸,1,800,49,13253
571c76b184edcd4a3c170320,林小宅,2,218629,13,133489
5989cba082ec396d37b077ea,honey清的美食生活,1,11541,10,118981
5ab0ce2d11be102f2728f45a,王晓晨,1,44680,0,12835
5b24f33ce8ac2b1538840db9,小靓女,1,4896,5,66952
5859e0e25e87e74ed127535a,热心市民小张_,2,2805,162,46326
5ae2dc57e8ac2b5caaedffd2,刘美含,1,39852,4,24589
5aa2624a11be10058183f488,Z小薇,1,1186,78,8098
53d39b5bb4c4d6733971ae73,大睿睿,2,1561621,86,313631
5a8186b64eacab79d6be7ff1,刘大宝贝,1,2464,13,41535
57b2d50c6a6a692a49570eb6,程新cindy,1,1086,29,21699
5a412af04eacab1573b946dd,柠檬可乐,1,1760,39,26707
589884c450c4b47d39a710ec,彭小仙Evelyn,1,53823,146,77251
5b0ccca711be107c158c0aeb,麦萌的小俊介,0,3255,449,17067
5599d1e1b7ba221ea648d887,乔初溪,1,5818,10,62593
59a54ee550c4b4685ba63799,Claireu是宋宋,1,9829,2,62454
5907177682ec3932d7fd609f,金猪是我呀,2,27206,128,191446
55a995643397db6ac4dd5f87,酥酥梨啊,2,4209,32,3465
5b19062be8ac2b408a4c570d,小宝妞妞的天地,1,678,2,6868
5b14fc05e8ac2b6092229afd,一条锦鲤uu,1,882,80,10504
53f346ceb4c4d679ecb3a60c,Taurus.,2,2499,44,13817
5ab5bc7ce8ac2b068e2d0ed1,吃不胖的喵,1,83890,23,441733
5aec04f6e8ac2b18b1c3b362,李沁,1,157305,0,50615
5918580f6a6a69614a28e866,夏栗子,1,63568,96,322314
5af40fc34eacab4988d934ab,舒舒啊,1,36551,23,124755
59c3a1f651783a09983697e4,奈留同学,1,11911,235,159890
5b0b709011be102e03edf30d,蒋勤勤,1,87029,0,44757
5a9cd85f4eacab0e1a9a3856,恋恋大仙女,1,1134,118,12152
5acccafc11be102a0a6b5b4b,名字被吃掉了,1,7809,11,114309
59ae91406a6a694a7a9a6c61,及时行乐_,2,420,11,2331
599168796a6a6901eccf56a1,爱做饭的小花猫🐱,2,31792,40,278522
5a311ca7e8ac2b4dce79089c,斤斤酱,2,50193,23,95540
5a03e7044eacab5f2a7379c1,因为我是tyt,2,614393,121,285753
59fbd7a2e8ac2b60d4f4ef1e,香菜嘻_,1,28652,62,174393
57d12d3582ec39029a80c22a,阿涵与,2,226013,51,120690
56591271e4251d32e78af3af,Vier,2,1364467,346,809442
5a963566e8ac2b5823faf762,韩千雨大表姐,1,21053,21,158774
598efbf182ec392e03a03745,懒人厨房,1,30801,150,249236
5747e6f65e87e70309e90da6,LyraLiu,2,286890,168,235259
5b30973ae8ac2b7ed85891c6,喜欢你,1,2505,5,48556
5b18827ae8ac2b01ee3e4b4d,王可爱真的很可爱,1,5183,23,96195
586de33082ec3929befd546d,怂软妹,2,59039,229,410409
5accf0d6e8ac2b47a648b1f7,黄雅莉,1,69600,0,37536
5b14b3294eacab2ecfcd0150,红茶明月,1,16014,15,54848
5b212012e8ac2b6cbcae0530,尘埃落定,1,58,98,607
597021ef5e87e72b5d604c80,包文婧,1,764378,25,527970
5af0381411be107b0c6be71b,Ssu婉_！,1,3402,10,55877
5a787a3611be1053820d6bc0,张槑槑,1,2034,28,27933
59415302b1da1424ce612a1d,小肆酱～,1,4881,72,58568
559a6dc4f5a2630db5c5ad39,白鹿Lu,2,13834,201,186198
58b38dbc82ec394c2d100847,A珊妮,2,17251,518,77032
5961b8f85e87e744099c190f,Charlene-,1,474,46,10971
594b891e5e87e7096606d1e2,鹿先生,2,3982,28,44781
5a1b8c384eacab6bcf79740c,杜昆仑,0,28223,152,31787
58df08d36a6a69703bfd8e83,一个长得像美食博主的女人,1,15589,41,161456
5998b41b50c4b4724a3f0cc5,晚天小姐姐,2,143,8,4019
597172c55e87e7486b2a5fdc,Tongkiiiyo-,2,35678,68,113998
5a75a8bd4eacab2f4d84453b,AnnieLester,1,537,11,4957
5b324e034eacab397242d0c8,宋轶,1,32444,1,12699
5b28d1744eacab5b8de388f6,一只街角的喵,1,2180,11,39970
573067726a6a691a7d1589f4,🌸Ivy-s,2,693,0,5423
55f2b91df5a2632b2c1d4286,陈逸慧,2,2565,38,18341
59831b2650c4b441a64a28af,Encounter_,2,2413,12,27942
59b63e7b5e87e776a1e529b4,suke的小公寓,2,1544,13,8534
5af100d311be1058ddad2a51,uuusmile,1,16391,21,272836
55aa0cecb7ba227e410b3754,吃糖的小可爱呀💕,1,2502,37,24091
5aea9f7a4eacab791a25d366,ALN奶酪,1,343,75,2208
56aac3696a6a695455be7b36,谭湘君Jjun,2,3484,2,26199
551b57d32e1d9318ce9e182d,洪辰瑶Kelly,2,303655,90,153207
59b7cdea5e87e71c0e87e906,此次野花金子,2,44391,39,521384
5a65d744e8ac2b7c1aaf026c,阚清子,1,959840,10,292308
566557b450c4b40ac0f0b94f,小萌萌呀,2,15720,71,103966
58f5a5d050c4b43db9f05956,WL木木,1,8749,13,68519
563bb272f53ee008354c231e,ｋｉｎO,1,26111,138,90778
5acda3b54eacab23b698fb6b,Vanllylee,1,1329,181,7192
5a63188e4eacab3e44818756,张静初,1,15253,0,6410
57c62af1bd0da54ab0829997,老阿姨的少女心,1,4898,13,58766
5744449750c4b43d9344e0c6,Liang 海外婚礼策划师,2,729,40,9611
593cbc1d6a6a694d485208d9,舟好甜,2,28522,330,149440
5930fc345e87e746249e4470,Cilly希里,1,13878,0,182205
590c8faa6a6a69493368e8b4,王桜豫,2,87725,134,199376
5afa777f11be101b63998a80,生活家,0,456,137,2696
5b1890cde8ac2b045a97e993,世间竟有如此萌物,1,2873,6,23344
59220d3050c4b403929dfbc2,🍓茶夜,2,33,0,1018
5ac5f4324eacab29b321e06e,I Want You💕,1,7487,1000,20197
5ac0ad77e8ac2b28a5021733,zombie,0,4549,48,13285
56ffc3bcaed75865c0c52d28,Monica陳依,2,80,29,2723
5b2b736511be107f5eb31e6e,我舞影凌乱,1,645,0,10056
5af171634eacab139ad98e49,爱美成魔的诺诺酱,1,2587,2,42386
599d73456a6a69640f818ead,小奶宝mil,1,5473,45,53450
57f4954250c4b43670a73ca8,Pony朴惠敏,1,1832716,119,972918
5b04c8214eacab65e711a742,我就吃1点点,1,3366,34,35393
56ba927750c4b478072c1e80,Ritatawang,2,2792998,94,1019474
5a6edcafe8ac2b424ac81be2,沈月,1,215725,0,11336
557fde0db7ba220db1a003f0,郑合惠子,1,253233,3,128540
5738760a5e87e726356738d8,赤赤米的亚妞,1,35948,91,42098
59f824e211be1011aa2e3c2f,江疏影,1,2173805,1,387403
5ac8dd95e8ac2b6cdf5aaed6,霞子,1,3649,9,63172
59f7f360e8ac2b78109a81d3,-CeciliaWrong-,0,9135,0,112467
54e56d8f2e1d934136a114c9,Carina✩☪,2,630,24,7755
5a20068111be10548daec736,谁说工科男不精致,0,3624,262,34494
572c207282ec39629cf2a1e4,周嚒嚒momo,1,62492,141,54439
55b30a4141a2b37370579fea,你的33大大,1,229196,190,104185
55d5ffe2b7ba221733dad30d,猪小角,2,933291,247,835911
5b2b081fe8ac2b7029f9a226,咯噔噔,1,343,8,2125
5aa61e954eacab5183f37437,我是Evelyn,2,99,25,5198
5655b61203eb84060b8a9cea,evely2inty,1,3045,87,66724
5b17862911be107061f0a6f5,哇卡伊玛西哒,1,320,383,843
5afefc61e8ac2b44e263d528,霸气的大漫漫,1,2271,27,10234
59a7650c5e87e73b065638fc,Boast Girl,1,432,3,2731
5b1884034eacab73f376e5ee,-是小懂事的女孩_,1,327,23,8766
5b179cd911be106616f8610a,王小啾啾糖,1,2052,120,33162
5b1f1bbfe8ac2b09c49f138e,小小兔绵绵,1,1350,8,43927
59ae54856a6a69216ec60d2e,Seventeen不叫夏十七,1,20747,62,173658
5b0ebabde8ac2b09be249738,柳岩,1,44632,1,19730
55862b27e58d131eebfeb592,🌸Rinna想要一个很长的名字🌸,2,234,70,5348
5a6791dae8ac2b311323ee1f,Gigihaha,1,4119,5,15690
5aa2b428e8ac2b2cf28b4304,LXX,1,676,15,5355
5abb15dd4eacab6fbea4d384,吴昕,1,1697507,19,682820
57c5a4d082ec391d857d557e,美环花花子,2,4436,62,59624
5b3f3c7ae8ac2b5b1cc2c25f,李可爱,1,785,2,6318
5b04eddb4eacab78d80204dc,酷炸小仙女,1,872,30,8000
5aab659811be102f33429d37,荔枝婶婶,1,19344,33,215536
5304714cb4c4d63d535ae2f1,爱生活爱追剧的城城,2,128209,68,233214
5ab06c2811be1009e3450635,王梓薇,1,13331,0,4996
5b1bf0c311be107a0c12b6de,迷之微笑老阿姨,1,28,10,1081
548169cbd6e4a93fcd60fa62,雪莉Shirly,1,12902,918,64598
59550a6f6a6a6932d2826a37,一只草莓奶昔,2,1020,11,40234
52e7d74db4c4d66fa9c2a171,_Choco_,2,2447,44,10415
588331135e87e71edc602952,娱老爷,0,5877,49,52011
58db2be95e87e75dfb3df8e3,Dolphina秋豆麻,2,3847,34,11809
58500a4182ec3918d03dd115,YUANAYUAN,1,17765,102,106295
5a127af34eacab124191d70f,胡星星,1,17892,27,160674
5646abb9a75c95189e917ac3,陈灬灬的陈,1,28145,129,29797
581767f650c4b44e082e7ec3,chenjiana0000,2,959,178,5074
55051ba2d39ea25d3c2c467e,OliviaYxh,1,3138,24,35147
5add44814eacab4d06148107,原羽纯,1,745,4,2575
5992757c82ec3903277d5c91,Miko 叻,1,31495,29,130855
59f026ee11be102e415e5e74,飘妹,1,2666,5,10103
52d8c541b4c4d60e6c867480,薯队长,0,3049034,2174,3429452
569b11c0e4251d25aade8147,Catherinecccccc,1,503,11,7687
59b5b2d850c4b45ba7412801,嘉多宝遇上棒棒糖,2,8193,8841,15720
5a276b2711be1011c655976b,乔欣Bridgette,1,451262,4,313280
5a7fdeb74eacab2b0a666260,Elenore,1,2484,17,28131
5694a24ce4251d4e637ef6ff,嘿几,1,5344,44,83074
5a5bfb24e8ac2b5a0864194e,一朵坚强的蘑菇,1,14823,5,202191
5a3766d04eacab4979c9bd83,殷茉桃immortal,1,49952,24,116879
593824645e87e7576bc137e0,人走茶凉,2,338,1,1473
5a7329914eacab21a6e8966b,BleachFeel,1,448,27,2155
5ad0c06911be100a197b8da8,醒贝,1,1073,0,12017
5b28be2e4eacab4a87e9ccb9,点点滴滴的爱,1,222,1,7109
56564db882718c25d5f0bef5,viviXxxxx,2,1290,42,31703
59ce3f4f82ec391148af8243,神之少女,2,3918,1,20099
5ac5e2364eacab223b2d85d1,李现,0,54213,6,20177
5b141de14eacab70f39f72fd,居居,1,571,0,7158
54e75df42e1d93641b721a31,miss_方小囧,2,707,37,4669
5ad47bb580008671255c6918,孟美岐,2,274218,0,253834
5a430ad011be104082b56262,Yeah比萌兽,1,1896,1612,2003
5899bbdc50c4b4602be976f8,刺猬夫人是个硬件民工,2,494,27,9053
5aa9c7704eacab6bc6e28107,冰雨18,1,26207,40,178231
5465b09ed6e4a91ff3b765c8,莲子想要布偶喵,2,362801,59,22706
567b494403eb846332c06c9c,马克思琪🎀,2,323,59,6621
5583f8dca75c9526b4fd4d2f,zyjhhh,1,1489,9,13153
55519d7cb203d93d4c2885ed,Cassie凯西西,1,859078,164,200660
5aae126811be1064697dc04d,俞灏明,0,167103,1,153947
54cbb2bcb4c4d61e97684274,咪总超有钱,1,16345,219,206122
5a22f083e8ac2b41f03aeea6,tori tori🕊,1,77560,174,287961
54e89717d39ea22258501925,戚砚笛,2,76858,0,11837
565729096a6a692632d7dafa,吃怪兽的兔几🐰,2,611,2,8346
5a1f77b611be10326cf5e7b4,糖糖妈妈,1,17907,42,63729
597aa24e50c4b40ca928ff11,长嘴爸爸,2,26747,2,1498
5ad1dbcd4eacab1a80e232fb,陌上花开,1,2566,1,18117
5a2bccac4eacab60c3c9a231,仟宝囡囡,2,22783,14250,85785
598d275f6a6a69719dc023b7,熊猫二妹,2,2783,49,37727
5b30631611be1034e9e17bf0,小公举,1,843,35,10629
5ab7223be8ac2b2b48c5f82d,Angel,1,8163,7,23285
5aa5096ce8ac2b3947ee481d,孙大爷的小吃部,0,184484,26,919999
5432a5e8d6e4a978191c1536,BoBo Special,2,210610,43,551962
5a35d34e11be1073577e124c,precious-XZ,1,707,50,2317
58e596e850c4b47d73003147,李纯Frida,2,198346,5,101494
5accb2cde8ac2b2737c403f9,贞贞想睡觉,1,12206,12,105515
5aa9ee6be8ac2b6e871c987d,平民Sarah,1,4858,29,74965
5ae632c0e8ac2b6049024aee,夏夏夏米,1,25638,26,282334
5aaa0d8ce8ac2b03d3055497,孙坚,0,73329,2,40084
5ac72122e8ac2b2936faaaed,没情绪Ｘ,1,1306,6,27756
587e2d0b5e87e753042ef29e,小红帽当当,2,1695,0,29495
582d9a5ea9b2ed576ca1d7f2,文文lemon,2,2429,34,33228
